gnss_lat,gnss_lon,GPS ALTITUDE (m),true_velocity_kmh,GPS ACCURACY (m),GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE,timestamp,DATE (YYYY-MO-DD HH-MI-SS_SSS),acc_x,acc_y,acc_z,grav_x,grav_y,grav_z,gyro_x,gyro_y,gyro_z,MAGNETIC FIELD X (Î¼T),MAGNETIC FIELD Y (Î¼T),MAGNETIC FIELD Z (Î¼T),ORIENTATION (Azimuth) (Â°),ORIENTATION (Pitch) (Â°),ORIENTATION (Roll ) (Â°),true_velocity,gnss_status,true_lat,true_lon
52.403142260273974,-1.5078274292237444,148.79,,4,328.8,23 / 26,104021,2019-09-08 10:09:30:645,2.9702,-1.6586,9.3001,-0.0026,0.0082,9.8066,0.0294,0.1459,-0.0217,-9.81,-28.25,8.56,346.88,-83.29,-141.85,2.1824200913242007,1.0,52.403142260273974,-1.5078274292237444
52.40314260273973,-1.5078276255707763,148.79,,4,328.8,23 / 26,104122,2019-09-08 10:09:30:746,2.5095,-1.2978,9.9122,0.0123,-0.0175,9.8066,0.0289,0.1366,0.0112,-9.44,-28.06,8.63,349.96,-83.24,-142.38,2.1708675799086756,1.0,52.40314260273973,-1.5078276255707763
52.40314294520548,-1.5078278219178083,148.79,,4,328.8,23 / 26,104221,2019-09-08 10:09:30:845,2.4431,-1.0438,9.7889,0.0083,-0.0101,9.8066,0.0014,0.1725,-0.0391,-9.87,-27.44,8.63,345.06,-83.0,-143.2,2.1593150684931506,1.0,52.40314294520548,-1.5078278219178083
52.403143287671234,-1.5078280182648403,148.79,,4,328.8,23 / 26,104322,2019-09-08 10:09:30:946,2.2338,-1.4468,9.668,-0.0003,-0.0041,9.8066,0.0234,0.1834,-0.0414,-10.31,-27.25,9.25,344.32,-82.94,-143.72,2.1477625570776255,1.0,52.403143287671234,-1.5078280182648403
52.40314363013699,-1.5078282146118722,148.79,,4,328.8,23 / 26,104422,2019-09-08 10:09:31:046,2.323,-1.4889,9.6962,0.0022,0.0084,9.8066,0.0335,0.174,-0.0539,-9.44,-28.25,9.5,351.65,-82.95,-144.18,2.1362100456621,1.0,52.40314363013699,-1.5078282146118722
52.40314397260274,-1.5078284109589042,148.79,,4,328.8,23 / 26,104521,2019-09-08 10:09:31:145,1.7246,-0.3007,9.6377,0.0017,0.0145,9.8066,0.0834,0.2054,-0.0787,-9.5,-27.81,9.81,350.56,-83.04,-145.01,2.124657534246575,1.0,52.40314397260274,-1.5078284109589042
52.403144315068495,-1.5078286073059362,148.79,,4,328.8,23 / 26,104621,2019-09-08 10:09:31:245,2.1412,-0.515,9.9467,0.0007,0.0077,9.8066,0.0561,0.2162,-0.0006,-9.44,-28.37,10.0,349.64,-83.04,-145.7,2.11310502283105,1.0,52.403144315068495,-1.5078286073059362
52.40314465753425,-1.5078288036529681,148.79,,4,328.8,23 / 26,104722,2019-09-08 10:09:31:346,2.1341,-0.4785,9.4124,0.0096,-0.0046,9.8066,-0.0334,0.2619,-0.0214,-8.81,-28.06,10.31,348.01,-83.0,-146.89,2.101552511415525,1.0,52.40314465753425,-1.5078288036529681
52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,104821,2019-09-08 10:09:31:445,2.0765,-0.6317,10.0445,0.0056,-0.0081,9.8066,-0.0328,0.2417,-0.0295,-8.56,-27.62,10.63,351.22,-82.93,-147.3,2.09,1.0,52.403145,-1.507829
52.403146311111115,-1.507839188888889,148.97,,2,299.53,26 / 28,104922,2019-09-08 10:09:31:546,1.4563,-0.3422,9.8547,0.0016,0.0146,9.8065,-0.0133,0.2399,-0.0617,-9.0,-27.81,12.06,354.04,-82.96,-147.69,2.1707777777777775,1.0,52.403146311111115,-1.507839188888889
52.40314762222222,-1.507849377777778,148.97,,2,299.53,26 / 28,105022,2019-09-08 10:09:31:646,1.7742,-0.1894,9.9728,-0.009,0.0055,9.8066,-0.0363,0.2663,-0.0244,-8.37,-28.62,12.13,358.44,-83.03,-147.48,2.2515555555555555,1.0,52.40314762222222,-1.507849377777778
52.403148933333334,-1.5078595666666668,148.97,,2,299.53,26 / 28,105121,2019-09-08 10:09:31:745,1.645,-0.5113,9.8769,-0.003,0.0065,9.8066,0.0349,0.3179,-0.063,-8.25,-28.44,12.0,358.55,-83.02,-147.4,2.332333333333333,1.0,52.403148933333334,-1.5078595666666668
52.40315024444445,-1.5078697555555556,148.97,,2,299.53,26 / 28,105221,2019-09-08 10:09:31:845,1.7283,-0.5188,9.8612,0.018,-0.0009,9.8066,0.0587,0.2942,-0.0609,-8.06,-28.44,12.38,357.19,-83.02,-148.44,2.4131111111111108,1.0,52.40315024444445,-1.5078697555555556
52.40315155555556,-1.5078799444444446,148.97,,2,299.53,26 / 28,105321,2019-09-08 10:09:31:945,1.4566,0.0195,10.1974,0.0125,0.0006,9.8066,0.017,0.2746,-0.0419,-8.06,-27.81,13.5,0.53,-83.13,-149.84,2.493888888888889,1.0,52.40315155555556,-1.5078799444444446
52.403152866666666,-1.5078901333333334,148.97,,2,299.53,26 / 28,105421,2019-09-08 10:09:32:045,2.5454,-0.3448,9.5993,0.0085,0.0156,9.8066,-0.0081,0.3378,-0.0708,-7.25,-27.75,13.44,0.39,-83.3,-151.4,2.5746666666666664,1.0,52.403152866666666,-1.5078901333333334
52.40315417777778,-1.5079003222222223,148.97,,2,299.53,26 / 28,105521,2019-09-08 10:09:32:145,1.8246,-0.2586,10.083,0.0068,0.0014,9.8066,-0.0131,0.3137,-0.0552,-6.75,-28.0,14.5,3.2,-83.44,-152.42,2.655444444444444,1.0,52.40315417777778,-1.5079003222222223
52.40315548888889,-1.507910511111111,148.97,,2,299.53,26 / 28,105622,2019-09-08 10:09:32:246,1.9249,-0.7958,9.8541,0.0105,0.0074,9.8066,-0.0022,0.3461,-0.0926,-6.37,-27.75,14.06,4.02,-83.62,-153.63,2.736222222222222,1.0,52.40315548888889,-1.507910511111111
52.403156800000005,-1.5079207000000001,148.97,,2,299.53,26 / 28,105722,2019-09-08 10:09:32:346,1.938,-0.3894,9.5225,0.0085,0.001,9.8066,-0.0213,0.3475,-0.0695,-6.37,-28.25,14.69,4.82,-83.59,-154.34,2.8169999999999997,1.0,52.403156800000005,-1.5079207000000001
52.40315811111111,-1.507930888888889,148.97,,2,299.53,25 / 27,105822,2019-09-08 10:09:32:446,2.345,-0.2674,9.4916,0.0065,0.0138,9.8065,-0.0148,0.3385,-0.0677,-6.06,-28.19,15.75,4.78,-83.62,-155.56,2.8977777777777773,1.0,52.40315811111111,-1.507930888888889
52.403159422222224,-1.5079410777777777,148.97,,2,299.53,25 / 27,105921,2019-09-08 10:09:32:545,2.0568,-0.6368,9.6402,0.0035,0.0097,9.8066,0.0135,0.3591,-0.0894,-5.5,-28.75,16.31,7.42,-83.69,-156.68,2.9785555555555554,1.0,52.403159422222224,-1.5079410777777777
52.40316073333334,-1.5079512666666668,148.97,,2,299.53,25 / 27,106022,2019-09-08 10:09:32:646,2.0057,-0.6249,10.1077,0.0084,-0.0049,9.8066,0.0003,0.3829,-0.0676,-5.25,-29.25,16.75,7.12,-83.71,-157.81,3.059333333333333,1.0,52.40316073333334,-1.5079512666666668
52.40316204444445,-1.5079614555555556,148.97,,2,299.53,25 / 27,106121,2019-09-08 10:09:32:745,2.2248,-0.3504,9.7426,0.0231,0.0001,9.8066,-0.0219,0.3977,-0.0966,-5.31,-28.5,17.5,5.36,-83.7,-160.03,3.1401111111111106,1.0,52.40316204444445,-1.5079614555555556
52.403163355555556,-1.5079716444444444,148.97,,2,299.53,25 / 27,106221,2019-09-08 10:09:32:845,2.2146,0.0774,9.8356,0.0004,0.0099,9.8066,0.0175,0.3718,-0.0429,-4.87,-28.0,19.44,3.81,-83.93,-162.04,3.2208888888888887,1.0,52.403163355555556,-1.5079716444444444
52.40316466666667,-1.5079818333333335,148.97,,2,299.53,25 / 27,106322,2019-09-08 10:09:32:946,2.4462,-0.6594,9.8604,0.0159,-0.0005,9.8066,-0.0581,0.3796,-0.0804,-5.75,-28.81,20.31,359.87,-83.93,-163.41,3.3016666666666663,1.0,52.40316466666667,-1.5079818333333335
52.40316597777778,-1.5079920222222223,148.97,,2,299.53,25 / 27,106422,2019-09-08 10:09:33:046,1.6395,-0.6674,9.9443,0.0004,0.0065,9.8066,-0.042,0.3723,-0.0546,-5.62,-28.0,22.0,0.31,-83.84,-164.48,3.3824444444444444,1.0,52.40316597777778,-1.5079920222222223
52.40316728888889,-1.508002211111111,148.97,,2,299.53,25 / 27,106521,2019-09-08 10:09:33:145,2.035,-0.0673,9.7936,0.0056,0.0114,9.8066,-0.0178,0.3632,-0.0469,-5.31,-27.19,22.88,2.14,-83.8,-165.87,3.463222222222222,1.0,52.40316728888889,-1.508002211111111
52.4031686,-1.5080124000000001,148.97,,2,299.53,25 / 27,106622,2019-09-08 10:09:33:246,2.1113,-0.6311,9.21,0.0039,0.0017,9.8066,-0.0177,0.3724,-0.057,-5.31,-26.25,23.69,1.46,-83.74,-166.95,3.5439999999999996,1.0,52.4031686,-1.5080124000000001
52.403169911111114,-1.508022588888889,148.97,,2,299.53,25 / 27,106722,2019-09-08 10:09:33:346,1.3394,-0.7085,9.7205,0.0083,0.0092,9.8066,0.0099,0.3392,-0.0488,-5.87,-25.31,23.63,358.34,-83.77,-167.43,3.6247777777777777,1.0,52.403169911111114,-1.508022588888889
52.40317122222223,-1.5080327777777778,148.97,,2,299.53,25 / 28,106822,2019-09-08 10:09:33:446,1.8277,0.5154,10.119,0.0101,0.0005,9.8066,0.0679,0.3226,-0.0562,-5.44,-25.06,24.13,358.76,-83.81,-169.33,3.7055555555555553,1.0,52.40317122222223,-1.5080327777777778
52.40317253333333,-1.5080429666666668,148.97,,2,299.53,25 / 28,106921,2019-09-08 10:09:33:545,1.3341,-0.0182,9.7574,0.0051,-0.0034,9.8066,-0.0118,0.2513,-0.0201,-6.19,-24.87,24.81,356.59,-83.87,-169.54,3.786333333333333,1.0,52.40317253333333,-1.5080429666666668
52.403173844444446,-1.5080531555555556,148.97,,2,299.53,25 / 28,107021,2019-09-08 10:09:33:645,1.0344,-0.0552,9.8674,0.0,0.0093,9.8066,0.0124,0.2676,-0.0618,-6.5,-24.5,23.5,355.42,-83.91,-170.05,3.867111111111111,1.0,52.403173844444446,-1.5080531555555556
52.40317515555556,-1.5080633444444445,148.97,,2,299.53,25 / 28,107121,2019-09-08 10:09:33:745,1.2273,-1.2214,9.44,0.0074,-0.0055,9.8066,-0.0516,0.2525,-0.0141,-5.37,-23.87,23.75,357.04,-83.86,-170.86,3.9478888888888886,1.0,52.40317515555556,-1.5080633444444445
52.40317646666667,-1.5080735333333333,148.97,,2,299.53,25 / 28,107221,2019-09-08 10:09:33:845,0.5248,-0.1369999999999999,9.6418,0.002,0.0124,9.8066,-0.0568,0.1741,-0.0045,-5.87,-24.12,24.0,354.06,-83.84,-171.25,4.028666666666666,1.0,52.40317646666667,-1.5080735333333333
52.40317777777778,-1.5080837222222223,148.97,,2,299.53,25 / 28,107321,2019-09-08 10:09:33:945,0.2219,-0.5729,10.1153,-0.0041,0.0223,9.8065,-0.0077,0.2115,-0.0419,-5.87,-25.0,23.44,352.73,-83.88,-171.79,4.109444444444444,1.0,52.40317777777778,-1.5080837222222223
52.40317908888889,-1.5080939111111111,148.97,,2,299.53,25 / 28,107421,2019-09-08 10:09:34:045,1.1419,-0.8714,9.938,0.0001,0.0001,9.8066,-0.0811,0.1444,0.004,-5.12,-25.56,23.13,355.92,-83.85,-171.31,4.190222222222221,1.0,52.40317908888889,-1.5080939111111111
52.403180400000004,-1.5081041,148.97,,2,299.53,25 / 28,107522,2019-09-08 10:09:34:146,0.5976,-0.4886,9.4412,-0.0147,0.0068,9.8066,0.0611,0.0483,0.0424,-5.5,-26.62,23.13,357.09,-83.88,-170.27,4.271,1.0,52.403180400000004,-1.5081041
52.40318171111112,-1.508114288888889,148.97,,2,299.53,25 / 28,107622,2019-09-08 10:09:34:246,0.2039,-1.038,9.9918,-0.0001,-0.0167,9.8066,0.0498,0.1117,-0.0657,-5.44,-27.56,23.19,358.02,-83.93,-169.45,4.3517777777777775,1.0,52.40318171111112,-1.508114288888889
52.40318302222222,-1.5081244777777778,148.97,,2,299.53,25 / 28,107721,2019-09-08 10:09:34:345,-0.5178,-1.1079,9.9598,0.0057,-0.0181,9.8065,-0.0196,0.0651,-0.0227,-4.62,-27.62,23.75,359.19,-83.83,-168.94,4.432555555555555,1.0,52.40318302222222,-1.5081244777777778
52.403184333333336,-1.5081346666666666,148.97,,2,299.53,26 / 28,107822,2019-09-08 10:09:34:446,-0.6062,-0.888,9.6187,-0.0129,0.0098,9.8066,0.0007,-0.015,0.066,-5.37,-29.0,24.38,1.07,-83.9,-167.3,4.513333333333333,1.0,52.403184333333336,-1.5081346666666666
52.40318564444445,-1.5081448555555557,148.97,,2,299.53,26 / 28,107922,2019-09-08 10:09:34:546,-0.3379,0.2001,10.2237,-0.0046,-0.0035,9.8066,0.0945,-0.0665,0.0635,-5.06,-29.0,24.88,2.23,-83.82,-166.75,4.59411111111111,1.0,52.40318564444445,-1.5081448555555557
52.403186955555555,-1.5081550444444445,148.97,,2,299.53,26 / 28,108021,2019-09-08 10:09:34:645,-1.0718,-1.36,9.7879,-0.0019,-0.0292,9.8065,0.0371,-0.0604,0.0041,-5.25,-28.69,26.06,3.1,-83.8,-166.4,4.674888888888889,1.0,52.403186955555555,-1.5081550444444445
52.40318826666667,-1.5081652333333333,148.97,,2,299.53,26 / 28,108121,2019-09-08 10:09:34:745,-1.0357,-0.8108,9.794,-0.0074,-0.0142,9.8066,0.0773,-0.128,0.0457,-5.69,-28.19,26.56,2.03,-83.61,-165.68,4.7556666666666665,1.0,52.40318826666667,-1.5081652333333333
52.40318957777778,-1.5081754222222223,148.97,,2,299.53,26 / 28,108221,2019-09-08 10:09:34:845,-1.6474,-1.0188,9.5416,-0.0099,-0.0054,9.8066,0.025,-0.1052,0.0257,-5.31,-27.44,27.25,4.81,-83.54,-165.26,4.836444444444444,1.0,52.40318957777778,-1.5081754222222223
52.40319088888889,-1.5081856111111112,148.97,,2,299.53,26 / 28,108321,2019-09-08 10:09:34:945,-1.3241,0.1137,9.8041,-0.0111,0.0143,9.8066,0.0292,-0.1719,0.0722,-5.87,-27.75,27.0,4.04,-83.5,-163.92,4.917222222222222,1.0,52.40319088888889,-1.5081856111111112
52.4031922,-1.5081958,148.97,,2,299.53,26 / 28,108421,2019-09-08 10:09:35:045,-1.7864,-1.4149,9.955,-0.0007,-0.015,9.8066,-0.0072,-0.1891,0.0526,-4.87,-27.06,26.63,6.0,-83.29,-164.23,4.997999999999999,1.0,52.4031922,-1.5081958
52.40319351111111,-1.508205988888889,148.97,,2,299.53,26 / 28,108522,2019-09-08 10:09:35:146,-1.4505,-1.1566,10.0181,-0.0147,-0.0073,9.8066,-0.031,-0.2384,0.0547,-5.31,-27.31,26.25,6.77,-83.17,-163.21,5.078777777777777,1.0,52.40319351111111,-1.508205988888889
52.403194822222225,-1.5082161777777778,148.97,,2,299.53,26 / 28,108622,2019-09-08 10:09:35:246,-2.7048,-1.1761,10.2849,-0.0089,0.0002,9.8066,-0.0482,-0.2592,0.0484,-5.19,-26.94,25.56,8.21,-83.03,-161.98,5.1595555555555555,1.0,52.403194822222225,-1.5082161777777778
52.40319613333334,-1.5082263666666667,148.97,,2,299.53,26 / 28,108722,2019-09-08 10:09:35:346,-2.8237,-0.6064,9.593,0.0039,0.0048,9.8066,-0.0167,-0.2457,0.0072,-5.31,-26.37,25.38,7.76,-83.03,-161.95,5.240333333333333,1.0,52.40319613333334,-1.5082263666666667
52.403197444444444,-1.5082365555555555,148.97,,2,299.53,24 / 27,108821,2019-09-08 10:09:35:445,-1.9146,-0.4113,9.9302,0.013,0.0104,9.8066,-0.0496,-0.2068,-0.0487,-4.81,-27.0,24.06,5.77,-83.17,-163.26,5.321111111111111,1.0,52.403197444444444,-1.5082365555555555
52.40319875555556,-1.5082467444444445,148.97,,2,299.53,24 / 27,108922,2019-09-08 10:09:35:546,-2.4058,0.2145,10.1812,0.0167,0.0021,9.8066,0.0121,-0.2695,-0.0182,-3.81,-27.06,23.81,6.63,-83.3,-164.81,5.401888888888888,1.0,52.40319875555556,-1.5082467444444445
52.40320006666667,-1.5082569333333333,148.97,,2,299.53,24 / 27,109021,2019-09-08 10:09:35:645,-2.7510000000000003,0.0234,10.4628,0.023,-0.0118,9.8066,0.032,-0.3052,-0.0335,-4.5,-26.56,22.69,3.93,-83.18,-166.77,5.482666666666666,1.0,52.40320006666667,-1.5082569333333333
52.40320137777778,-1.5082671222222221,148.97,,2,299.53,24 / 27,109122,2019-09-08 10:09:35:746,-3.0979,-0.4579,9.805,0.0247,-0.0226,9.8065,0.0815,-0.2983,-0.0711,-3.75,-26.5,22.13,0.76,-83.0,-169.05,5.5634444444444435,1.0,52.40320137777778,-1.5082671222222221
52.40320268888889,-1.5082773111111112,148.97,,2,299.53,24 / 27,109221,2019-09-08 10:09:35:845,-2.7196,-1.0013,9.0397,0.0189,-0.0075,9.8066,0.0632,-0.3268,-0.0264,-3.06,-26.81,22.44,0.7,-82.94,-171.64,5.644222222222222,1.0,52.40320268888889,-1.5082773111111112
52.403204,-1.5082875,148.97,,2,299.53,24 / 27,109321,2019-09-08 10:09:35:945,-2.3708,-0.7655,9.1374,0.0001,-0.0025,9.8066,-0.1619,-0.3169,0.0723,-3.44,-26.62,21.69,359.02,-82.98,-173.07,5.725,1.0,52.403204,-1.5082875
52.403205311111115,-1.5082976888888888,148.97,,2,299.53,24 / 27,109422,2019-09-08 10:09:36:046,-2.4679,-0.4126,9.7507,-0.0151,0.0537,9.8064,-0.1876,-0.2948,0.0589,-3.37,-26.5,20.31,358.79,-83.16,-172.48,5.805777777777777,1.0,52.403205311111115,-1.5082976888888888
52.40320662222222,-1.5083078777777779,148.97,,2,299.53,24 / 27,109521,2019-09-08 10:09:36:145,-1.901,-0.1497,9.2984,-0.002,0.0334,9.8065,0.1046,-0.3993,0.0777,-3.19,-26.69,19.13,359.57,-83.57,-171.38,5.886555555555555,1.0,52.40320662222222,-1.5083078777777779
52.403207933333334,-1.5083180666666667,148.97,,2,299.53,24 / 27,109621,2019-09-08 10:09:36:245,-3.0282,-1.2781,9.7067,-0.0105,-0.0254,9.8065,0.1166,-0.4046,0.0809,-2.62,-26.5,19.0,0.31,-83.31,-170.77,5.9673333333333325,1.0,52.403207933333334,-1.5083180666666667
52.40320924444445,-1.5083282555555555,148.97,,2,299.53,24 / 27,109722,2019-09-08 10:09:36:346,-3.2686,-1.9937,9.792,-0.0107,-0.036,9.8065,-0.1137,-0.3041,0.0053,-3.62,-27.56,17.94,356.97,-83.02,-169.92,6.04811111111111,1.0,52.40320924444445,-1.5083282555555555
52.40321055555556,-1.5083384444444445,148.97,,2,299.53,26 / 28,109822,2019-09-08 10:09:36:446,-1.8567,-1.3973,9.552,0.0091,0.0443,9.8065,-0.1761,-0.3475,0.0302,-3.62,-26.81,17.88,358.0,-82.88,-169.09,6.128888888888889,1.0,52.40321055555556,-1.5083384444444445
52.403211866666666,-1.5083486333333334,148.97,,2,299.53,26 / 28,109922,2019-09-08 10:09:36:546,-3.4737,-0.17,9.4597,-0.0264,0.0323,9.8065,0.1362,-0.3114,0.0656,-3.62,-27.5,17.19,358.07,-83.21,-168.32,6.209666666666666,1.0,52.403211866666666,-1.5083486333333334
52.40321317777778,-1.5083588222222222,148.97,,2,299.53,26 / 28,110021,2019-09-08 10:09:36:645,-2.0408,-0.9775,9.7301,-0.0169,0.0139,9.8065,0.0701,-0.3242,0.0349,-3.69,-27.06,16.88,359.17,-83.17,-167.43,6.290444444444444,1.0,52.40321317777778,-1.5083588222222222
52.40321448888889,-1.508369011111111,148.97,,2,299.53,26 / 28,110121,2019-09-08 10:09:36:745,-2.9284,-0.8858,9.2907,-0.0061,-0.0069,9.8066,-0.1111,-0.356,0.0516,-3.69,-27.75,16.19,359.07,-83.1,-166.7,6.3712222222222215,1.0,52.40321448888889,-1.508369011111111
52.403215800000005,-1.5083792,148.97,,2,299.53,26 / 28,110222,2019-09-08 10:09:36:846,-1.9982,0.3018,10.2759,-0.0103,-0.0461,9.8065,-0.162,-0.2424,-0.0265,-4.5,-27.37,14.31,358.92,-82.84,-164.88,6.451999999999999,1.0,52.403215800000005,-1.5083792
52.40321711111111,-1.5083893888888888,148.97,,2,299.53,26 / 28,110322,2019-09-08 10:09:36:946,-2.6180000000000003,-1.1995,10.2681,-0.0001,-0.0178,9.8066,0.0721,-0.3272,0.0565,-4.31,-27.94,14.63,359.81,-82.75,-165.21,6.532777777777777,1.0,52.40321711111111,-1.5083893888888888
52.403218422222224,-1.5083995777777777,148.97,,2,299.53,26 / 28,110421,2019-09-08 10:09:37:045,-3.3343,-2.0643,10.0169,-0.0006,-0.0408,9.8065,0.0171,-0.2455,0.0621,-5.5,-27.62,14.19,354.35,-82.32,-164.53,6.613555555555555,1.0,52.403218422222224,-1.5083995777777777
52.40321973333334,-1.5084097666666667,148.97,,2,299.53,26 / 28,110521,2019-09-08 10:09:37:145,-3.2583,-3.2974,10.5682,-0.0159,-0.0188,9.8066,0.0118,-0.2641,0.0184,-5.75,-27.69,13.94,351.45,-81.94,-163.08,6.694333333333333,1.0,52.40321973333334,-1.5084097666666667
52.40322104444445,-1.5084199555555555,148.97,,2,299.53,26 / 28,110621,2019-09-08 10:09:37:245,-2.1852,-0.285,10.5266,-0.002,-0.0046,9.8066,-0.0184,-0.2402,0.0173,-5.75,-28.06,13.19,348.86,-81.83,-163.18,6.77511111111111,1.0,52.40322104444445,-1.5084199555555555
52.403222355555556,-1.5084301444444443,148.97,,2,299.53,26 / 28,110721,2019-09-08 10:09:37:345,-2.0362,-1.9197,10.1408,0.0094,-0.0383,9.8065,0.0024,-0.246,0.0488,-6.19,-27.75,13.0,349.08,-81.74,-162.98,6.855888888888888,1.0,52.403222355555556,-1.5084301444444443
52.40322366666667,-1.5084403333333334,148.97,,2,299.53,26 / 28,110821,2019-09-08 10:09:37:445,-0.976,-1.9704,10.1271,0.0119,-0.0415,9.8065,0.0271,-0.1961,0.0295,-6.19,-27.94,12.38,345.48,-81.19,-163.19,6.936666666666666,1.0,52.40322366666667,-1.5084403333333334
52.40322497777778,-1.5084505222222222,148.97,,2,299.53,24 / 26,110922,2019-09-08 10:09:37:546,-2.2578,-2.3128,10.3353,0.0185,-0.0258,9.8066,-0.1595,-0.132,-0.0228,-6.94,-27.81,12.69,343.01,-81.11,-163.58,7.017444444444443,1.0,52.40322497777778,-1.5084505222222222
52.40322628888889,-1.508460711111111,148.97,,2,299.53,24 / 26,111021,2019-09-08 10:09:37:645,-2.1556,-0.5632,10.59,0.0104,-0.0164,9.8065,-0.0665,-0.1588,0.0365,-6.87,-27.69,11.5,338.28,-80.94,-164.46,7.098222222222222,1.0,52.40322628888889,-1.508460711111111
52.4032276,-1.5084709,148.97,,2,299.53,24 / 26,111121,2019-09-08 10:09:37:745,-0.6675,-0.9268,9.1808,0.0015,-0.0046,9.8066,0.0036,-0.2141,0.0736,-7.56,-28.5,11.75,333.7,-80.88,-164.47,7.178999999999999,1.0,52.4032276,-1.5084709
52.403228911111114,-1.5084810888888889,148.97,,2,299.53,24 / 26,111221,2019-09-08 10:09:37:845,-0.1913,-0.4966,9.4982,0.0029,-0.0153,9.8066,-0.0439,-0.0772,-0.0593,-8.06,-28.87,10.56,329.56,-80.68,-163.98,7.259777777777777,1.0,52.403228911111114,-1.5084810888888889
