gnss_lat,gnss_lon,GPS ALTITUDE (m),true_velocity_kmh,GPS ACCURACY (m),GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE,timestamp,DATE (YYYY-MO-DD HH-MI-SS_SSS),acc_x,acc_y,acc_z,grav_x,grav_y,grav_z,gyro_y,gyro_x,gyro_y,MAGNETIC FIELD X (Î¼T),MAGNETIC FIELD Y (Î¼T),MAGNETIC FIELD Z (Î¼T),ORIENTATION (Yaw) (Â°),ORIENTATION (Pitch) (Â°),ORIENTATION (Roll ) (Â°),gyro_z,true_velocity,gnss_status,true_lat,true_lon
52.556877,-1.457918,148.13,8.45,2,204.47,27 / 27,103020,2019-11-06 10:43:30:363,3.5173,0.6468,8.3757,0.0156,0.0737,9.8063,-0.0536,-0.104,0.021,-11.62,-34.06,31.06,322.28,-89.6,163.69,0.0,8.45,1.0,52.556877,-1.457918
52.5568693,-1.4579234,148.13,,2,204.47,27 / 27,103120,2019-11-06 10:43:30:463,4.1417,0.6409,8.69,-0.0218,0.0421,9.8065,-0.1179,-0.0538,0.1142,-11.62,-36.0,30.44,210.21,-89.47,52.31,0.0,8.574,1.0,52.5568693,-1.4579234
52.5568616,-1.4579288000000001,148.13,,2,204.47,27 / 27,103220,2019-11-06 10:43:30:563,-3.4769,-2.6221,9.9846,-0.07,0.0624,9.8062,0.0435,-0.3905,0.1556,-11.56,-36.5,30.06,210.21,-89.47,52.31,0.0,8.697999999999999,1.0,52.5568616,-1.4579288000000001
52.5568539,-1.4579342,148.13,,2,204.47,27 / 27,103320,2019-11-06 10:43:30:663,-3.1648,-2.9901,9.8368,-0.0168,0.053,9.8065,0.0036,-0.4623,0.3096,-12.06,-37.0,30.5,160.62,-88.94,0.35,0.0,8.822,1.0,52.5568539,-1.4579342
52.5568462,-1.4579396,148.13,,2,204.47,27 / 27,103420,2019-11-06 10:43:30:763,4.6309,0.2678,8.8427,0.0224,0.0713,9.8063,-0.1044,-0.0866,0.1385,-11.44,-36.87,30.5,166.76,-88.3,5.87,0.0,8.946,1.0,52.5568462,-1.4579396
52.556838500000005,-1.457945,148.13,,2,204.47,27 / 27,103520,2019-11-06 10:43:30:863,6.1876,-0.2513,8.5374,0.0247,0.1279,9.8058,-0.1092,0.7916,-0.4013,-11.87,-36.56,30.5,166.76,-88.3,5.87,0.0,9.07,1.0,52.556838500000005,-1.457945
52.5568308,-1.4579504,148.13,,2,204.47,27 / 27,103620,2019-11-06 10:43:30:963,1.3451,-1.4916,9.0908,-0.0613,0.0389,9.8063,-0.1596,0.3029,-0.1772,-12.06,-37.06,30.63,171.86,-87.58,13.27,0.0,9.193999999999999,1.0,52.5568308,-1.4579504
52.5568231,-1.4579558000000001,148.13,,2,204.47,27 / 27,103720,2019-11-06 10:43:31:063,-5.257,-4.627,9.7875,-0.0479,0.0333,9.8064,-0.0589,-0.4815,0.3174,-11.75,-37.94,30.25,157.18,-87.14,-2.3,0.0,9.318,1.0,52.5568231,-1.4579558000000001
52.556815400000005,-1.4579612,148.13,,2,204.47,27 / 27,103820,2019-11-06 10:43:31:163,-0.1204,-2.0226,9.2899,-0.0799,0.067,9.806,0.0831,-0.8725,0.487,-11.87,-37.5,30.0,152.95,-86.59,-6.98,0.0,9.442,1.0,52.556815400000005,-1.4579612
52.5568077,-1.4579666,148.13,,2,204.47,27 / 27,103920,2019-11-06 10:43:31:263,4.4632,-0.2009,8.2421,0.0318,0.1259,9.8058,-0.0464,0.5099,-0.4457,-12.06,-37.19,29.19,152.95,-86.59,-6.98,0.0,9.565999999999999,1.0,52.5568077,-1.4579666
52.5568,-1.457972,148.02,9.69,2,202.19,27 / 27,104020,2019-11-06 10:43:31:363,4.8136,-0.1802,9.3166,0.0189,0.0665,9.8064,-0.1013,0.4947,-0.2686,-11.62,-37.25,28.5,158.71,-85.99,0.18,0.0,9.69,1.0,52.5568,-1.457972
52.556791700000005,-1.4579777,148.02,,2,202.19,27 / 27,104120,2019-11-06 10:43:31:463,3.139,1.1503,9.3776,0.0123,0.077,9.8063,-0.0963,0.1049,-0.0266,-12.12,-38.31,27.88,161.66,-85.59,3.18,0.0,9.801,1.0,52.556791700000005,-1.4579777
52.5567834,-1.4579834,148.02,,2,202.19,27 / 27,104220,2019-11-06 10:43:31:563,-2.2819,-2.1284,10.963,-0.0013,-0.0117,9.8066,0.0366,-0.1785,-0.0272,-12.25,-37.81,27.75,161.66,-85.59,3.18,0.0,9.911999999999999,1.0,52.5567834,-1.4579834
52.5567751,-1.4579891,148.02,,2,202.19,27 / 27,104320,2019-11-06 10:43:31:663,-2.2146,-0.8085,10.6906,0.0597,-0.0066,9.8064,0.1094,-0.2336,0.1233,-12.12,-37.5,28.44,161.29,-85.65,2.8,0.0,10.023,1.0,52.5567751,-1.4579891
52.5567668,-1.4579948,148.02,,2,202.19,27 / 27,104420,2019-11-06 10:43:31:763,0.1424,-0.1566,10.4356,0.0389,-0.0093,9.8065,-0.0623,0.1541,-0.0929,-11.87,-36.56,28.81,165.83,-85.79,7.13,0.0,10.134,1.0,52.5567668,-1.4579948
52.5567585,-1.4580005,148.02,,2,202.19,27 / 27,104520,2019-11-06 10:43:31:863,2.157,0.6697,10.0757,0.0437,-0.0309,9.8065,-0.062,0.3283,-0.134,-12.5,-36.44,28.44,167.83,-86.02,10.06,0.0,10.245000000000001,1.0,52.5567585,-1.4580005
52.5567502,-1.4580062,148.02,,2,202.19,27 / 27,104620,2019-11-06 10:43:31:963,-0.2439,-0.9364,10.7549,0.0009,-0.026,9.8066,0.0491,0.1805,-0.1871,-12.19,-37.31,28.5,167.83,-86.02,10.06,0.0,10.356,1.0,52.5567502,-1.4580062
52.5567419,-1.4580119,148.02,,2,202.19,27 / 27,104720,2019-11-06 10:43:32:063,-0.427,-1.568,10.4827,0.0109,-0.0153,9.8065,0.0676,-0.2555,0.1455,-11.94,-37.31,28.38,168.09,-86.17,9.66,0.0,10.467,1.0,52.5567419,-1.4580119
52.5567336,-1.4580176,148.02,,2,202.19,27 / 27,104819,2019-11-06 10:43:32:162,0.3867,-0.6144,9.7675,0.024,0.0051,9.8066,0.0789,-0.3862,0.1705,-12.31,-37.25,28.94,168.6,-86.3,10.24,0.0,10.578000000000001,1.0,52.5567336,-1.4580176
52.5567253,-1.4580233,148.02,,2,202.19,27 / 27,104920,2019-11-06 10:43:32:263,3.4261,0.7064,8.4642,-0.0212,0.0374,9.8065,-0.0422,-0.1682,0.165,-12.56,-36.94,28.75,168.6,-86.3,10.24,0.0,10.689,1.0,52.5567253,-1.4580233
52.556717,-1.458029,147.89,10.8,2,202.43,26 / 26,105020,2019-11-06 10:43:32:363,0.433,-0.0694,9.8698,-0.0492,-0.0002,9.8064,-0.0764,0.0692,-0.0368,-12.5,-38.12,28.06,166.96,-86.06,9.11,0.0,10.8,1.0,52.556717,-1.458029
52.5567078,-1.4580352,147.89,,2,202.43,26 / 26,105120,2019-11-06 10:43:32:463,0.5439,-1.5294,10.0418,-0.0187,0.0022,9.8065,-0.111,0.1028,-0.0807,-12.75,-38.25,28.25,160.74,-85.85,4.0,0.0,10.84,1.0,52.5567078,-1.4580352
52.5566986,-1.4580414,147.89,,2,202.43,26 / 26,105220,2019-11-06 10:43:32:563,-1.4388,-1.3725,9.9819,-0.0368,0.0035,9.8066,0.0538,-0.1109,0.0799,-12.69,-37.75,28.56,158.97,-85.76,1.35,0.0,10.88,1.0,52.5566986,-1.4580414
52.556689399999996,-1.4580476,147.89,,2,202.43,26 / 26,105320,2019-11-06 10:43:32:663,1.9642,-2.291,9.0301,0.0223,0.0136,9.8066,0.0245,-0.1324,0.0106,-13.0,-36.5,28.63,158.97,-85.76,1.35,0.0,10.92,1.0,52.556689399999996,-1.4580476
52.556680199999995,-1.4580538,147.89,,2,202.43,26 / 26,105420,2019-11-06 10:43:32:763,0.4993,-0.5814,9.6976,0.0496,-0.0375,9.8064,0.0486,-0.0813,0.0052,-12.75,-36.94,28.69,160.11,-85.73,3.37,0.0,10.96,1.0,52.556680199999995,-1.4580538
52.556670999999994,-1.4580600000000001,147.89,,2,202.43,26 / 26,105520,2019-11-06 10:43:32:863,1.7659,-0.0988,9.7214,0.0827,-0.054,9.8061,0.0614,-0.0893,-0.0181,-12.56,-36.25,28.88,165.49,-86.18,8.58,0.0,11.0,1.0,52.556670999999994,-1.4580600000000001
52.5566618,-1.4580662,147.89,,2,202.43,26 / 26,105620,2019-11-06 10:43:32:963,2.6671,0.1458,9.14,0.04,-0.0312,9.8065,0.065,-0.1411,0.1408,-12.69,-36.81,28.63,165.49,-86.18,8.58,0.0,11.04,1.0,52.5566618,-1.4580662
52.5566526,-1.4580724,147.89,,2,202.43,26 / 26,105720,2019-11-06 10:43:33:063,-0.5182,-0.3623,9.8124,-0.03,-0.022,9.8065,-0.0027,-0.1669,0.0185,-12.87,-36.75,28.88,168.16,-86.41,11.47,0.0,11.08,1.0,52.5566526,-1.4580724
52.5566434,-1.4580786000000001,147.89,,2,202.43,26 / 26,105820,2019-11-06 10:43:33:163,-0.9725,-0.5754,9.5716,-0.0005,0.0026,9.8066,-0.0332,0.127,0.0251,-13.37,-37.0,28.88,165.11,-86.49,8.24,0.0,11.12,1.0,52.5566434,-1.4580786000000001
52.5566342,-1.4580848,147.89,,2,202.43,26 / 26,105920,2019-11-06 10:43:33:263,-1.3714,-0.71,9.7605,0.008,0.0263,9.8065,0.0146,0.1457,-0.0287,-13.87,-37.0,29.19,164.86,-86.35,9.57,0.0,11.16,1.0,52.5566342,-1.4580848
52.556625,-1.458091,147.79,11.2,2,202.08,26 / 26,106020,2019-11-06 10:43:33:363,2.9039,1.2142,9.9559,0.0284,0.0132,9.8065,0.019,0.3379,-0.1815,-14.25,-35.81,30.06,167.04,-86.22,11.17,0.0,11.2,1.0,52.556625,-1.458091
52.5566159,-1.4580973,147.79,,2,202.08,26 / 26,106120,2019-11-06 10:43:33:463,0.9624,0.9389,11.9333,0.0533,0.0197,9.8065,0.0359,-0.2231,0.1933,-14.44,-34.81,31.13,167.04,-86.22,11.17,0.0,11.195,1.0,52.5566159,-1.4580973
52.5566068,-1.4581036,147.79,,2,202.08,26 / 26,106220,2019-11-06 10:43:33:563,0.9013,-1.5778,12.2125,0.0333,-0.1079,9.806,0.1596,-0.2676,0.0537,-13.56,-33.25,30.75,172.29,-86.17,16.1,0.0,11.19,1.0,52.5566068,-1.4581036
52.5565977,-1.4581099,147.79,,2,202.08,26 / 26,106320,2019-11-06 10:43:33:663,-0.6887,-0.4585,12.4831,0.0239,-0.1337,9.8057,0.2517,0.1708,-0.2063,-13.5,-32.19,30.13,176.64,-87.4,19.93,0.0,11.184999999999999,1.0,52.5565977,-1.4581099
52.5565886,-1.4581162,147.79,,2,202.08,26 / 26,106420,2019-11-06 10:43:33:763,-0.8335,-1.9629,12.1706,0.0475,-0.2659,9.8028,0.1883,-0.0162,0.1237,-14.19,-31.87,28.44,183.47,-88.95,30.1,0.0,11.18,1.0,52.5565886,-1.4581162
52.5565795,-1.4581225,147.79,,2,202.08,26 / 26,106520,2019-11-06 10:43:33:863,-1.0341,0.1536,12.5163,0.1114,-0.2153,9.8036,0.3358,-0.5778,0.1341,-13.37,-32.5,28.94,183.47,-88.95,30.1,0.0,11.175,1.0,52.5565795,-1.4581225
52.5565704,-1.4581288,147.79,,2,202.08,26 / 26,106620,2019-11-06 10:43:33:963,3.4877,0.6063,10.7992,0.0468,-0.0929,9.806,0.1349,-0.4272,0.3962,-12.94,-32.31,30.94,290.16,-89.26,132.68,0.0,11.17,1.0,52.5565704,-1.4581288
52.5565613,-1.4581351,147.79,,2,202.08,26 / 26,106720,2019-11-06 10:43:34:063,-0.1157,0.4011,9.9196,0.0471,-0.1253,9.8057,0.0598,0.5102,-0.1526,-12.5,-32.0,31.88,316.5,-88.61,157.96,0.0,11.165,1.0,52.5565613,-1.4581351
52.5565522,-1.4581414,147.79,,2,202.08,26 / 26,106820,2019-11-06 10:43:34:163,-4.7538,-0.9101,12.0615,-0.0382,-0.1134,9.8058,-0.0592,0.4106,-0.4525,-13.06,-31.56,32.44,316.5,-88.61,157.96,0.0,11.16,1.0,52.5565522,-1.4581414
52.5565431,-1.4581477,147.79,,2,202.08,26 / 26,106920,2019-11-06 10:43:34:263,1.1594,0.8376,10.1829,0.0804,-0.018,9.8063,-0.0303,0.3047,0.1275,-12.31,-29.5,33.63,337.18,-88.18,177.78,0.0,11.155000000000001,1.0,52.5565431,-1.4581477
52.556534,-1.458154,147.64,11.15,2,201.92,23 / 23,107020,2019-11-06 10:43:34:363,1.7174,2.342,10.4908,0.0389,-0.0548,9.8063,0.1199,0.0733,-0.1789,-12.19,-28.5,34.88,327.39,-87.86,167.21,0.0,11.15,1.0,52.556534,-1.458154
52.5565246,-1.4581606999999999,147.64,,2,201.92,23 / 23,107120,2019-11-06 10:43:34:463,-3.4529,1.5147,10.5208,0.0705,-0.1885,9.8046,0.0206,0.2927,-0.2505,-12.06,-27.25,35.88,331.92,-86.7,171.49,0.0,11.143,1.0,52.5565246,-1.4581606999999999
52.5565152,-1.4581674,147.64,,2,201.92,23 / 23,107220,2019-11-06 10:43:34:563,-0.356,1.1445,10.9411,0.0537,-0.0945,9.806,0.0737,0.098,0.0125,-11.87,-27.44,37.06,331.92,-86.7,171.49,0.0,11.136000000000001,1.0,52.5565152,-1.4581674
52.5565058,-1.4581741,147.64,,2,201.92,23 / 23,107320,2019-11-06 10:43:34:663,2.4841,0.0728,10.7297,0.0284,-0.037,9.8065,0.111,-0.2739,0.0727,-12.06,-25.12,37.63,331.99,-86.07,171.25,0.0,11.129,1.0,52.5565058,-1.4581741
52.5564964,-1.4581808,147.64,,2,201.92,23 / 23,107420,2019-11-06 10:43:34:763,3.0012,2.2294,11.3201,0.0255,-0.0454,9.8064,0.0034,-0.3354,0.2761,-12.87,-25.56,36.94,330.08,-85.58,170.98,0.0,11.122,1.0,52.5564964,-1.4581808
52.556487000000004,-1.4581875,147.64,,2,201.92,23 / 23,107520,2019-11-06 10:43:34:863,-2.8006,-0.8211,11.5405,0.0928,-0.2079,9.804,0.0524,0.1753,-0.0919,-12.75,-25.75,36.75,330.08,-85.58,170.98,0.0,11.115,1.0,52.556487000000004,-1.4581875
52.5564776,-1.4581941999999999,147.64,,2,201.92,23 / 23,107620,2019-11-06 10:43:34:963,-1.7126,1.3909,11.2263,0.0509,-0.0506,9.8063,0.0542,0.2434,-0.1363,-13.62,-24.06,37.56,331.01,-84.25,172.34,0.0,11.108,1.0,52.5564776,-1.4581941999999999
52.5564682,-1.4582009,147.64,,2,201.92,23 / 23,107720,2019-11-06 10:43:35:063,-0.921,1.8218,10.8028,0.0198,-0.058,9.8064,0.0596,0.0323,-0.0013,-12.69,-21.94,37.06,329.92,-83.45,171.28,0.0,11.101,1.0,52.5564682,-1.4582009
52.5564588,-1.4582076,147.64,,2,201.92,23 / 23,107820,2019-11-06 10:43:35:163,3.1683,2.0354,9.8573,0.027,-0.0405,9.8065,0.149,-0.3969,0.1359,-12.37,-20.87,34.69,331.05,-82.74,172.16,0.0,11.094,1.0,52.5564588,-1.4582076
52.556449400000005,-1.4582143,147.64,,2,201.92,23 / 23,107920,2019-11-06 10:43:35:263,1.9315,2.2467,10.769,0.0388,-0.1204,9.8057,0.0826,0.2315,-0.1381,-11.44,-21.94,33.19,331.05,-82.74,172.16,0.0,11.087,1.0,52.556449400000005,-1.4582143
52.55644,-1.458221,147.61,11.08,4,201.79,23 / 24,108021,2019-11-06 10:43:35:364,1.0384,-0.2624,10.7285,0.0658,-0.1468,9.8053,0.1113,0.1535,-0.1137,-11.56,-23.19,32.75,329.8,-82.02,173.18,0.0,11.08,1.0,52.55644,-1.458221
52.55643181818182,-1.4582263636363637,147.61,,4,201.79,23 / 24,108122,2019-11-06 10:43:35:465,0.3056,-2.2825,10.754,-0.002,-0.0167,9.8066,-0.0755,0.0162,0.0649,-11.87,-23.44,33.0,330.68,-81.08,173.82,0.0,11.033636363636363,1.0,52.55643181818182,-1.4582263636363637
52.55642363636364,-1.4582317272727272,147.61,,4,201.79,23 / 24,108220,2019-11-06 10:43:35:563,1.2883,1.989,8.7333,-0.0368,0.0367,9.8064,-0.0555,0.0049,-0.1355,-11.0,-22.87,32.75,330.68,-81.08,173.82,0.0,10.987272727272728,1.0,52.55642363636364,-1.4582317272727272
52.55641545454546,-1.458237090909091,147.61,,4,201.79,23 / 24,108320,2019-11-06 10:43:35:663,-0.7791,1.8398,9.2539,0.0187,0.008,9.8066,-0.0871,0.0846,-0.0783,-10.19,-22.44,32.69,333.1,-81.37,174.37,0.0,10.940909090909091,1.0,52.55641545454546,-1.458237090909091
52.55640727272728,-1.4582424545454546,147.61,,4,201.79,23 / 24,108420,2019-11-06 10:43:35:763,-0.5897,0.8023,8.4383,0.0034,-0.0006,9.8066,-0.0471,-0.1015,0.1116,-9.56,-22.5,33.13,333.4,-81.51,172.93,0.0,10.894545454545455,1.0,52.55640727272728,-1.4582424545454546
52.556399090909096,-1.4582478181818181,147.61,,4,201.79,23 / 24,108520,2019-11-06 10:43:35:863,1.4822,2.304,9.6842,-0.0066,-0.0097,9.8066,0.102,-0.2047,0.0856,-9.19,-24.87,34.44,334.82,-81.49,172.46,0.0,10.848181818181818,1.0,52.556399090909096,-1.4582478181818181
52.55639090909091,-1.4582531818181819,147.61,,4,201.79,23 / 24,108620,2019-11-06 10:43:35:963,0.8455,3.7832,10.7585,-0.0337,0.039,9.8065,0.0025,0.248,-0.2748,-9.75,-25.69,35.81,334.82,-81.49,172.46,0.0,10.801818181818183,1.0,52.55639090909091,-1.4582531818181819
52.55638272727273,-1.4582585454545454,147.61,,4,201.79,23 / 24,108720,2019-11-06 10:43:36:063,2.0547,2.6485,11.1911,-0.0279,-0.0138,9.8065,-0.1352,-0.3434,0.3409,-12.12,-27.37,40.69,334.99,-82.03,173.64,0.0,10.755454545454546,1.0,52.55638272727273,-1.4582585454545454
52.556374545454545,-1.458263909090909,147.61,,4,201.79,23 / 24,108819,2019-11-06 10:43:36:162,1.6099,-2.368,11.364,0.0058,-0.0333,9.8065,0.2492,-0.1178,0.0415,-12.75,-27.87,41.88,336.78,-81.97,176.2,0.0,10.709090909090909,1.0,52.556374545454545,-1.458263909090909
